Brand,Year,Model,UsedOrNew,Transmission,EngineDisplacement(L),DriveType,FuelType,FuelConsumption(L)/100km,Kilometers,CylindersinEngine,BodyType,State
Volkswagen,2020,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,70457,4,SUV,QLD
Kia,2019,Stinger,USED,Automatic,3.3,Rear,Unleaded,10.2,77571,6,Sedan,VIC
Jaguar,2019,E-Pace,USED,Automatic,2.0,AWD,Premium,7.7,42827,4,SUV,QLD
Nissan,2021,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,20626,4,SUV,VIC
Toyota,2020,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,70895,4,SUV,VIC
Porsche,2007,911,USED,Manual,3.6,Rear,Premium,19.8,74567,6,Coupe,QLD
Mazda,2013,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,113255,5,Ute / Tray,VIC
Audi,2022,Q7,DEMO,Automatic,3.0,AWD,Hybrid,6.8,1288,6,SUV,VIC
Nissan,2021,Juke,USED,Automatic,1.0,Front,Premium,5.8,25723,3,SUV,VIC
Ford,2017,Mustang,USED,Manual,2.3,Rear,Unleaded,8.5,54092,4,Coupe,VIC
Suzuki,2022,Vitara,USED,Automatic,1.6,Front,Unleaded,6.2,13351,4,SUV,QLD
Ford,2017,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,97757,5,Ute / Tray,QLD
Kia,2022,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,16545,4,Hatchback,VIC
Mitsubishi,2022,Eclipse,DEMO,Automatic,1.5,Front,Unleaded,7.3,1263,4,SUV,VIC
Mercedes-Benz,2020,A45,USED,Automatic,2.0,AWD,Premium,8.9,54838,4,Hatchback,VIC
Toyota,2010,Hilux,USED,Manual,3.0,4WD,Diesel,8.5,297210,4,Ute / Tray,QLD
Subaru,2021,XV,USED,Automatic,2.0,AWD,Unleaded,7.0,24552,4,SUV,QLD
Toyota,2020,Landcruiser,USED,Automatic,4.5,4WD,Diesel,9.5,84985,8,SUV,VIC
Mazda,2012,BT-50,USED,Manual,3.2,4WD,Diesel,8.9,293302,5,Ute / Tray,VIC
Toyota,2023,Corolla,USED,Automatic,2.0,AWD,Hybrid,4.4,32,4,SUV,VIC
Lexus,2016,CT200H,USED,Automatic,1.8,Front,Hybrid,4.1,87500,4,Hatchback,QLD
Holden,2003,Monaro,USED,Manual,5.7,Rear,Premium,13.0,79865,8,Coupe,VIC
Suzuki,2021,Ignis,USED,Automatic,1.2,Front,Premium,4.9,34082,4,SUV,QLD
Ford,2018,Mustang,USED,Automatic,5.0,Rear,Premium,12.7,7737,8,Convertible,VIC
Holden,2014,Cruze,USED,Manual,1.6,Front,Unleaded,7.4,190286,4,Sedan,VIC
Ram,2021,1500,USED,Automatic,5.7,4WD,Hybrid,12.2,44906,8,Ute / Tray,QLD
Holden,2011,Captiva,USED,Automatic,2.2,AWD,Diesel,8.3,228663,4,SUV,VIC
Mazda,2023,CX-30,DEMO,Automatic,2.5,Front,Unleaded,6.6,2333,4,SUV,QLD
Volkswagen,2014,Golf,USED,Automatic,2.0,Front,Premium,6.6,100091,4,Hatchback,VIC
Land,2017,Rover,USED,Automatic,3.0,4WD,Diesel,7.2,77980,6,SUV,VIC
Ssangyong,2023,Musso,NEW,Automatic,2.2,4WD,Diesel,8.6,30,4,Ute / Tray,VIC
Ford,2013,Ranger,USED,Manual,2.2,Rear,Diesel,7.6,223183,4,Ute / Tray,VIC
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,50802,4,Sedan,VIC
GWM,2023,Haval,NEW,Automatic,2.0,4WD,Unleaded,8.4,15,4,SUV,QLD
MG,2022,HS,NEW,Automatic,2.0,AWD,Unleaded,9.5,10,4,SUV,VIC
Audi,2022,Q5,DEMO,Automatic,2.0,AWD,Hybrid,8.0,3488,4,SUV,VIC
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,52385,4,Sedan,VIC
GWM,2023,Haval,NEW,Automatic,1.5,Front,Hybrid,5.0,12,4,SUV,QLD
Mitsubishi,2021,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,28738,4,SUV,QLD
Renault,2022,Arkana,DEMO,Automatic,1.3,Front,Unleaded,6.0,9,4,SUV,VIC
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,56290,4,Sedan,VIC
Mazda,2006,3,USED,Automatic,2.3,Front,Unleaded,9.3,208048,4,Sedan,QLD
Hyundai,2013,IX35,USED,Automatic,2.0,AWD,Diesel,7.5,145764,4,SUV,VIC
Ford,2015,Focus,USED,Automatic,1.5,Front,Unleaded,6.2,40890,4,Hatchback,VIC
Ford,2016,Territory,USED,Automatic,4.0,Rear,Unleaded,10.2,199971,6,SUV,VIC
Holden,2010,Commodore,USED,Automatic,3.0,Rear,Unleaded,9.3,214330,6,Wagon,VIC
Kia,2018,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,86000,4,SUV,QLD
Mitsubishi,2018,Outlander,USED,Automatic,2.4,Front,Unleaded,6.8,36007,4,SUV,VIC
Volkswagen,2012,Passat,USED,Automatic,2.0,Front,Diesel,5.7,111623,4,Wagon,QLD
Toyota,2007,Aurion,USED,Automatic,3.5,Front,Unleaded,9.9,159931,6,Sedan,QLD
Audi,2012,Q7,USED,Automatic,3.0,AWD,Diesel,7.4,147000,6,SUV,QLD
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,54036,4,Sedan,VIC
Nissan,2012,Dualis,USED,Automatic,2.0,Front,Unleaded,8.5,187878,4,SUV,VIC
Skoda,2018,Rapid,USED,Automatic,1.4,Front,Premium,6.0,41010,4,Wagon,VIC
Audi,2017,A3,USED,Automatic,1.4,Front,Premium,5.0,34199,4,Hatchback,VIC
Nissan,2018,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,103390,4,SUV,VIC
Toyota,2004,Corolla,USED,Automatic,1.8,Front,Unleaded,7.8,177000,4,Sedan,QLD
Toyota,2019,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,64700,4,Hatchback,VIC
Hyundai,2021,Santa,USED,Automatic,2.2,AWD,Diesel,6.1,25514,4,SUV,QLD
Kia,2013,Optima,USED,Automatic,2.4,Front,Unleaded,7.9,119295,4,Sedan,VIC
Mitsubishi,2021,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,57937,4,SUV,VIC
Mazda,2011,3,USED,Manual,2.2,Front,Diesel,5.7,212002,4,Sedan,QLD
Mazda,2013,6,USED,Automatic,2.5,Front,Unleaded,6.6,224000,4,Sedan,QLD
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,74000,4,Hatchback,QLD
Ford,2015,Ecosport,USED,Manual,1.0,Front,Premium,5.7,110776,3,SUV,QLD
Hyundai,2017,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,80439,4,SUV,QLD
Mazda,2022,2,USED,Automatic,1.5,Front,Unleaded,5.2,8045,4,Sedan,VIC
Mazda,2011,6,USED,Manual,2.5,Front,Unleaded,8.3,107500,4,Sedan,QLD
Mitsubishi,2020,Express,USED,Automatic,2.0,Rear,Diesel,7.3,22070,4,Commercial,QLD
Ford,2016,Everest,USED,Automatic,3.2,AWD,Diesel,8.5,75662,5,SUV,VIC
Mitsubishi,2010,Outlander,USED,Automatic,2.4,Front,Unleaded,9.3,129430,4,SUV,VIC
Great,2018,Wall,USED,Manual,2.0,4WD,Diesel,9.0,103598,4,Ute / Tray,VIC
Toyota,2022,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,2784,4,Hatchback,QLD
Toyota,2011,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,89300,4,Hatchback,QLD
Nissan,2008,X-Trail,USED,Automatic,2.5,4WD,Unleaded,9.3,174047,4,SUV,VIC
Holden,2012,Barina,USED,Automatic,1.6,Front,Unleaded,7.3,126550,4,Hatchback,VIC
Nissan,2015,370Z,USED,Automatic,3.7,Rear,Premium,10.9,53194,6,Convertible,VIC
Nissan,2021,Navara,USED,Automatic,2.3,Front,Diesel,7.6,66519,4,Ute / Tray,VIC
Kia,2016,Sorento,USED,Automatic,2.2,AWD,Diesel,7.8,65746,4,SUV,QLD
Nissan,2022,Pathfinder,DEMO,Automatic,3.5,4WD,Premium,10.5,15,6,SUV,QLD
BMW,2020,X5,USED,Automatic,3.0,AWD,Diesel,7.2,91377,6,SUV,QLD
Toyota,2020,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,23541,4,SUV,QLD
Toyota,2006,RAV4,USED,Automatic,2.4,4WD,Unleaded,9.6,210512,4,SUV,VIC
Hyundai,2013,IX35,USED,Manual,2.0,Front,Unleaded,8.5,99000,4,SUV,QLD
BMW,2013,420D,USED,Automatic,2.0,Rear,Diesel,4.7,80000,4,Coupe,VIC
Hyundai,2017,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,127615,4,SUV,VIC
Mitsubishi,2011,Triton,USED,Automatic,2.5,4WD,Diesel,9.9,89014,4,Ute / Tray,QLD
MG,2022,MG3,USED,Automatic,1.5,Front,Premium,6.7,14559,4,Hatchback,VIC
Hyundai,2020,Santa,USED,Automatic,2.2,AWD,Diesel,6.1,84415,4,SUV,QLD
Volkswagen,2020,Amarok,USED,Automatic,2.0,4WD,Diesel,8.3,69676,4,Ute / Tray,VIC
Toyota,2022,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,10499,4,Hatchback,VIC
Ford,2018,Ranger,USED,Automatic,3.2,4WD,Diesel,8.9,146513,5,Ute / Tray,VIC
Subaru,2017,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.6,76693,4,Hatchback,VIC
Nissan,2009,Dualis,USED,Automatic,2.0,AWD,Unleaded,8.5,190255,4,SUV,QLD
Ford,2015,Everest,USED,Automatic,3.2,AWD,Diesel,8.5,264646,5,SUV,QLD
Honda,2011,Jazz,USED,Manual,1.3,Front,Unleaded,5.8,145000,4,Hatchback,QLD
Nissan,2008,Dualis,USED,Automatic,2.0,AWD,Unleaded,8.5,236131,4,SUV,QLD
Holden,2014,Cruze,USED,Manual,1.8,Front,Unleaded,7.0,119266,4,Hatchback,VIC
Hyundai,2016,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,94680,4,SUV,QLD
Mazda,2023,CX-5,NEW,Automatic,2.5,AWD,Unleaded,7.5,25,4,SUV,QLD
Subaru,2015,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,80861,4,Hatchback,VIC
Mazda,2023,3,NEW,Automatic,2.0,Front,Unleaded,6.2,25,4,Hatchback,QLD
Audi,2015,Q3,USED,Automatic,2.0,AWD,Diesel,5.2,111992,4,SUV,QLD
Volkswagen,2019,Golf,USED,Automatic,1.4,Front,Premium,5.6,40653,4,Wagon,VIC
Mazda,2022,BT-50,USED,Automatic,1.9,Front,Diesel,7.7,17566,4,Ute / Tray,QLD
Holden,2018,Equinox,USED,Automatic,2.0,AWD,Premium,8.4,54676,4,SUV,VIC
Renault,2020,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,53977,4,SUV,VIC
Holden,2019,Acadia,USED,Automatic,3.6,Front,Unleaded,8.9,47728,6,SUV,VIC
MG,2021,ZS,USED,Automatic,0.0,Front,Electric,0.0,103635,0,SUV,VIC
Ford,2011,Territory,USED,Automatic,4.0,Rear,Unleaded,12.0,243225,6,SUV,QLD
Toyota,2021,Hilux,USED,Manual,2.8,Rear,Diesel,7.1,13951,4,Ute / Tray,VIC
MG,2021,ZS,USED,Automatic,0.0,Front,Electric,0.0,99893,0,SUV,VIC
Nissan,2021,370Z,USED,Automatic,3.7,Rear,Premium,10.4,7775,6,Coupe,VIC
Toyota,2019,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,52069,4,SUV,QLD
Nissan,2019,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,31638,4,SUV,VIC
Suzuki,2019,Vitara,USED,Automatic,1.6,Front,Unleaded,6.2,53523,4,SUV,VIC
Nissan,2020,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,52858,4,SUV,VIC
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,23839,4,SUV,QLD
Volkswagen,2019,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,57292,4,SUV,VIC
Ford,2019,Ranger,USED,Automatic,2.0,4WD,Diesel,8.2,62417,4,Ute / Tray,VIC
Holden,2008,Calais,USED,Automatic,6.0,Rear,Premium,14.6,184558,8,Sedan,VIC
GWM,2022,Haval,NEW,Automatic,1.5,Front,Hybrid,5.0,20,4,SUV,QLD
MG,2021,ZS,USED,Automatic,0.0,Front,Electric,0.0,58197,0,SUV,VIC
Suzuki,2023,Jimny,USED,Manual,1.5,AWD,Unleaded,6.4,330,4,SUV,VIC
BMW,2009,320I,USED,Automatic,2.0,Rear,Unleaded,8.0,225869,4,Sedan,VIC
Nissan,2017,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,40090,4,SUV,VIC
Mercedes-Benz,2006,ML500,USED,Automatic,5.0,4WD,Premium,13.4,160277,8,SUV,VIC
Hyundai,2017,Accent,USED,Automatic,1.4,Front,Unleaded,6.4,57850,4,Hatchback,QLD
Mazda,2006,CX-7,USED,Automatic,2.3,AWD,Premium,11.5,245929,4,SUV,VIC
Toyota,2001,Avalon,USED,Automatic,3.0,Front,Unleaded,11.5,259724,6,Sedan,VIC
Hyundai,2002,Accent,USED,Manual,1.5,Front,Unleaded,7.4,113194,4,Hatchback,VIC
Holden,2016,Colorado,USED,Automatic,2.8,4WD,Diesel,9.0,161520,4,Ute / Tray,QLD
Mitsubishi,2004,Outlander,USED,Automatic,2.4,4WD,Unleaded,12.0,176715,4,SUV,VIC
Mitsubishi,2020,Triton,USED,Manual,2.4,Rear,Unleaded,11.4,58700,4,Ute / Tray,QLD
Jeep,2014,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,288924,6,SUV,VIC
Mitsubishi,2018,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,90193,4,SUV,VIC
Holden,2010,Cruze,USED,Manual,2.0,Front,Diesel,5.7,192000,4,Sedan,QLD
Ford,2019,Escape,USED,Automatic,1.5,AWD,Premium,7.5,100992,4,SUV,VIC
Mazda,2018,3,USED,Automatic,2.0,Front,Unleaded,5.8,32411,4,Hatchback,QLD
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,22796,4,SUV,QLD
Renault,2020,Koleos,USED,Automatic,2.5,Front,Unleaded,8.1,48013,4,SUV,VIC
Skoda,2022,Scala,USED,Automatic,1.5,Front,Premium,5.5,1800,4,Hatchback,VIC
Nissan,2023,Qashqai,NEW,Automatic,1.3,Front,Premium,6.1,10,4,SUV,VIC
Mazda,2021,CX-3,USED,Automatic,2.0,AWD,Unleaded,6.7,19463,4,SUV,QLD
Mitsubishi,2018,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,73413,4,Ute / Tray,VIC
GWM,2022,Haval,NEW,Automatic,1.5,Front,Hybrid,5.0,20,4,SUV,QLD
Nissan,2022,Pathfinder,DEMO,Automatic,3.5,4WD,Premium,10.5,10,6,SUV,VIC
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,21705,4,SUV,QLD
MG,2022,MG3,DEMO,Automatic,1.5,Front,Premium,6.7,10,4,Hatchback,QLD
Kia,2021,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,54577,4,Hatchback,VIC
Toyota,2021,Fortuner,USED,Automatic,2.8,4WD,Diesel,7.6,16768,4,SUV,VIC
Hyundai,2010,Iload,USED,Manual,2.5,Rear,Diesel,8.5,204634,4,Commercial,VIC
Hyundai,2005,Terracan,USED,Automatic,2.9,4WD,Diesel,10.3,309385,4,SUV,QLD
Mercedes-Benz,2014,C200,USED,Automatic,1.8,Rear,Premium,6.8,112101,4,Sedan,QLD
Hyundai,2016,Accent,USED,Automatic,1.4,Front,Unleaded,6.2,198722,4,Hatchback,QLD
Hyundai,2023,Tucson,NEW,Automatic,1.6,AWD,Unleaded,7.1,12,4,SUV,QLD
Audi,2018,Q7,USED,Automatic,3.0,AWD,Diesel,5.8,85380,6,SUV,VIC
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,24763,4,SUV,QLD
Honda,2009,Jazz,USED,Automatic,1.3,Front,Unleaded,6.6,55675,4,Hatchback,VIC
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,17458,4,SUV,QLD
Mercedes-Benz,2014,ML63,USED,Automatic,5.5,AWD,Premium,11.8,92000,8,SUV,QLD
Ford,2009,Fiesta,USED,Manual,1.6,Front,Unleaded,6.1,64000,4,Hatchback,QLD
Mitsubishi,2007,Lancer,USED,Manual,2.4,Front,Unleaded,9.4,219764,4,Sedan,QLD
Ford,2015,Ranger,USED,Automatic,3.2,Rear,Diesel,8.5,240298,5,Ute / Tray,VIC
Mitsubishi,2015,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.5,140616,4,SUV,QLD
Holden,2015,Captiva,USED,Automatic,2.2,AWD,Diesel,8.1,97643,4,SUV,VIC
MG,2021,ZS,USED,Automatic,0.0,Front,Electric,0.0,94589,0,SUV,VIC
Kia,2014,Sorento,USED,Automatic,2.2,AWD,Diesel,7.3,157310,4,SUV,VIC
Nissan,2016,Pulsar,USED,Automatic,1.8,Front,Unleaded,6.7,128083,4,Sedan,VIC
Mazda,2010,3,USED,Automatic,2.5,Front,Unleaded,8.6,209633,4,Hatchback,QLD
Mazda,2014,3,USED,Automatic,2.0,Front,Unleaded,5.7,181687,4,Sedan,VIC
Toyota,2006,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,152655,4,Hatchback,QLD
Honda,2019,CR-V,USED,Automatic,1.5,AWD,Unleaded,7.4,104132,4,SUV,VIC
Nissan,2011,X-Trail,USED,Manual,2.0,Front,Unleaded,8.5,72044,4,SUV,QLD
Hyundai,2015,I30,USED,Automatic,1.8,Front,Unleaded,7.1,48400,4,Hatchback,QLD
Holden,2015,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,81234,4,Sedan,VIC
Mazda,2011,3,USED,Manual,2.0,Front,Unleaded,7.9,152288,4,Hatchback,QLD
Toyota,2012,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,196960,4,Hatchback,QLD
Ford,2018,Mondeo,USED,Automatic,2.0,Front,Diesel,5.3,68454,4,Wagon,VIC
Nissan,2017,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,214767,4,Ute / Tray,QLD
Mazda,2011,CX-9,USED,Automatic,3.7,4WD,Unleaded,11.3,186858,6,SUV,QLD
Subaru,2006,Impreza,USED,Automatic,2.0,AWD,Unleaded,9.3,142000,4,Hatchback,QLD
Kia,2018,Stinger,USED,Automatic,3.3,Rear,Unleaded,10.2,62500,6,Sedan,VIC
Ford,2013,Transit,USED,Manual,2.2,Front,Diesel,7.2,89315,4,Commercial,QLD
Renault,2017,Megane,USED,Automatic,1.2,Front,Premium,5.6,63081,4,Wagon,VIC
Audi,2007,Q7,USED,Automatic,4.2,AWD,Premium,13.6,200000,8,SUV,VIC
Mazda,1999,MX-5,USED,Manual,1.8,Rear,Unleaded,9.0,304382,4,Convertible,VIC
Toyota,2015,Landcruiser,USED,Automatic,4.5,4WD,Diesel,9.5,214453,8,SUV,QLD
Land,2019,Rover,USED,Automatic,3.0,AWD,Diesel,7.8,48995,6,SUV,VIC
Volkswagen,2007,Golf,USED,Automatic,2.0,Front,Premium,8.0,175502,4,Hatchback,VIC
Holden,2010,Cruze,USED,Manual,1.8,Front,Unleaded,7.0,80200,4,Sedan,VIC
Toyota,2017,Hilux,USED,Manual,2.4,Rear,Diesel,7.7,179816,4,Ute / Tray,VIC
Ford,2006,Escape,USED,Automatic,3.0,4WD,Unleaded,12.2,196193,6,SUV,VIC
GWM,2022,Haval,NEW,Automatic,1.5,Front,Hybrid,5.0,20,4,SUV,QLD
Porsche,2015,Cayenne,USED,Automatic,3.0,AWD,Diesel,6.8,148500,6,SUV,QLD
Toyota,2018,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,62982,4,Hatchback,QLD
Toyota,2014,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,186624,4,Sedan,VIC
Nissan,2013,Patrol,USED,Manual,3.0,4WD,Diesel,10.9,174508,4,SUV,QLD
Holden,2006,Commodore,USED,Automatic,3.6,Rear,Unleaded,11.4,323594,6,Sedan,VIC
Toyota,2021,Landcruiser,USED,Manual,4.5,4WD,Diesel,10.7,36690,8,SUV,VIC
Holden,2011,Commodore,USED,Automatic,3.0,Rear,Unleaded,9.3,148540,6,Sedan,QLD
Subaru,2007,Forester,USED,Automatic,2.5,AWD,Unleaded,9.7,131515,4,SUV,VIC
Mercedes-Benz,2016,GLE350,USED,Automatic,3.0,AWD,Diesel,6.6,56000,6,SUV,VIC
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.4,49822,4,Hatchback,QLD
Toyota,2023,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,66,4,SUV,VIC
Mitsubishi,2017,Outlander,USED,Automatic,2.0,Front,Unleaded,6.6,90248,4,SUV,QLD
Honda,2005,CR-V,USED,Automatic,2.4,4WD,Unleaded,9.0,265000,4,SUV,QLD
Toyota,2010,Kluger,USED,Automatic,3.5,Front,Unleaded,11.0,226831,6,SUV,QLD
LDV,2021,D90,USED,Automatic,2.0,Rear,Unleaded,10.2,16110,4,SUV,QLD
Jeep,2014,Grand,USED,Automatic,3.6,4WD,Premium,10.4,108076,6,SUV,QLD
Holden,2015,Calais,USED,Automatic,6.0,Rear,Premium,14.6,118042,8,Wagon,VIC
Ford,2014,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,203114,6,SUV,VIC
Kia,2022,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,23000,4,Hatchback,QLD
Renault,2023,Koleos,DEMO,Automatic,2.5,Front,Unleaded,8.1,3300,4,SUV,VIC
Nissan,2018,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,109591,4,SUV,QLD
Honda,2003,Accord,USED,Automatic,2.4,Front,Premium,9.4,313628,4,Sedan,VIC
Ford,2013,Kuga,USED,Automatic,2.0,AWD,Diesel,6.3,199133,4,SUV,QLD
Nissan,2019,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,55961,4,SUV,QLD
Renault,2014,Trafic,USED,Manual,2.0,Front,Diesel,8.3,255897,4,Commercial,VIC
Toyota,2020,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,54190,4,Hatchback,VIC
Ford,2009,Territory,USED,Automatic,4.0,Rear,Unleaded,12.8,218298,6,SUV,VIC
Toyota,2017,Camry,USED,Automatic,2.5,Front,Unleaded,7.9,117114,4,Sedan,QLD
Nissan,2015,Micra,USED,Manual,1.2,Front,Unleaded,5.9,56820,3,Hatchback,VIC
Volkswagen,2021,T-Cross,USED,Automatic,1.0,Front,Premium,5.4,35231,3,SUV,QLD
Ford,2006,Territory,USED,Automatic,4.0,AWD,Unleaded,14.2,231079,6,SUV,VIC
BMW,2017,X3,USED,Automatic,3.0,4WD,Diesel,6.0,120000,6,SUV,QLD
Volkswagen,2018,Golf,USED,Automatic,1.4,Front,Premium,5.4,29324,4,Hatchback,VIC
Volkswagen,2021,T-Cross,USED,Automatic,1.0,Front,Premium,5.4,41119,3,SUV,QLD
Mazda,2011,2,USED,Automatic,1.5,Front,Unleaded,6.8,142232,4,Hatchback,VIC
Mazda,2023,CX-30,NEW,Automatic,2.0,Front,Hybrid,6.3,25,4,SUV,QLD
Nissan,2016,Navara,USED,Automatic,2.3,Rear,Diesel,6.8,169014,4,Ute / Tray,QLD
Holden,2012,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,159317,4,Sedan,VIC
Ford,2017,Escape,USED,Automatic,2.0,AWD,Premium,8.8,79214,4,SUV,QLD
Audi,2016,A1,USED,Automatic,1.0,Front,Premium,4.4,94967,3,Hatchback,QLD
Hyundai,2021,I30,USED,Automatic,2.0,Front,Unleaded,7.0,35655,4,Sedan,QLD
MG,2022,ZST,NEW,Automatic,1.3,Front,Unleaded,7.3,17,3,SUV,QLD
Toyota,2007,RAV4,USED,Automatic,2.4,4WD,Unleaded,9.6,230915,4,SUV,VIC
Volkswagen,2020,Amarok,USED,Automatic,3.0,4WD,Diesel,9.1,102371,6,Ute / Tray,QLD
Toyota,2014,Yaris,USED,Automatic,1.5,Front,Unleaded,6.3,137467,4,Hatchback,QLD
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,26001,4,SUV,QLD
Nissan,2010,Pathfinder,USED,Automatic,2.5,4WD,Diesel,10.5,262000,4,SUV,QLD
Subaru,2006,Liberty,USED,Manual,2.0,AWD,Unleaded,9.1,194000,4,Sedan,VIC
GWM,2023,UTE,NEW,Automatic,2.0,4WD,Diesel,9.4,22,4,Ute / Tray,QLD
Honda,2008,Accord,USED,Automatic,2.4,Front,Premium,8.9,172050,4,Sedan,VIC
Holden,2012,Caprice,USED,Automatic,3.6,Rear,Unleaded,9.8,212994,6,Sedan,QLD
Mazda,2015,3,USED,Automatic,2.5,Front,Unleaded,6.1,86740,4,Hatchback,QLD
Mazda,2013,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,288080,5,Ute / Tray,VIC
Holden,2017,Colorado,USED,Automatic,2.8,4WD,Diesel,9.0,130088,4,Ute / Tray,VIC
BMW,2012,320I,USED,Automatic,2.0,Rear,Premium,6.0,110000,4,Sedan,VIC
GWM,2023,Haval,NEW,Automatic,1.5,Front,Premium,8.1,22,4,SUV,QLD
Ford,2010,Fiesta,USED,Manual,1.6,Front,Diesel,3.7,279205,4,Hatchback,QLD
Mini,2010,Cooper,USED,Manual,1.6,Front,Diesel,3.9,92940,4,Hatchback,QLD
Toyota,2015,Kluger,USED,Automatic,3.5,Front,Unleaded,10.2,125965,6,SUV,QLD
GWM,2023,Haval,NEW,Automatic,1.5,Front,Premium,8.1,9,4,SUV,QLD
Mini,2013,Cooper,USED,Manual,1.6,Front,Premium,6.3,97986,4,Hatchback,QLD
Kia,2016,Carnival,USED,Automatic,2.2,Front,Diesel,7.7,133561,4,Wagon,QLD
Holden,2018,Astra,USED,Automatic,1.4,Front,Premium,5.8,73465,4,Hatchback,VIC
Volkswagen,2019,Multivan,USED,Automatic,2.0,Front,Diesel,7.7,58224,4,Wagon,QLD
Toyota,2008,Aurion,USED,Automatic,3.5,Front,Unleaded,9.9,276545,6,Sedan,QLD
Ford,2019,Ranger,USED,Automatic,2.0,4WD,Diesel,7.4,59236,4,Ute / Tray,VIC
Volvo,2019,XC40,USED,Automatic,2.0,AWD,Premium,7.4,51602,4,SUV,QLD
Toyota,2018,C-HR,USED,Automatic,1.2,Front,Premium,5.5,77416,4,SUV,VIC
Jeep,2015,Grand,USED,Automatic,3.6,4WD,Premium,10.4,172063,6,SUV,VIC
Subaru,2011,Forester,USED,Automatic,2.5,AWD,Unleaded,9.3,170566,4,SUV,VIC
Holden,2013,Colorado,USED,Automatic,2.8,4WD,Diesel,9.4,128917,4,SUV,QLD
Mitsubishi,2022,Triton,NEW,Automatic,2.4,4WD,Diesel,8.6,39,4,Ute / Tray,VIC
Isuzu,2021,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.0,11683,4,Ute / Tray,QLD
Mitsubishi,2002,Pajero,USED,Automatic,3.5,4WD,Unleaded,14.6,237787,6,SUV,QLD
Mercedes-Benz,2018,A200,USED,Automatic,1.6,Front,Premium,6.1,45650,4,Hatchback,QLD
Toyota,2000,RAV4,USED,Automatic,2.0,4WD,Unleaded,9.0,236487,4,SUV,QLD
Jeep,2014,Patriot,USED,Automatic,2.0,Rear,Premium,8.2,215608,4,SUV,VIC
